population,indicator_name,year,group,total_value,flag_for_publishing,total_low_ci,total_high_ci,male_value,male_flag_for_publishing,male_low_ci,male_high_ci,female_value,female_flag_for_publishing,female_low_ci,female_high_ci,estimated_number,estimated_number_low_ci,estimated_number_high_ci
children,Unmet need for GP due to cost,2019,0-4,1.2,e,0.5,2.4,1.3,e,0.3,3.6,1.0,e,0.3,2.4,4000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2019,'5-9,1.8,e,0.8,3.4,1.4,e,0.4,3.2,2.2,e,0.6,5.4,6000.0,2000.0,9000.0
children,Unmet need for GP due to cost,2019,'10-14,2.2,e,0.8,4.7,2.6,e,0.8,6.0,1.7,e,0.5,3.9,7000.0,1000.0,13000.0
children,Unmet need for GP due to cost,2020,0-4,0.6,e,0.2,1.4,0.3,e,0.0,1.3,1.0,e,0.3,2.6,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2020,'5-9,1.0,e,0.4,2.1,0.9,e,0.3,2.0,1.1,e,0.2,3.7,3000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2020,'10-14,1.0,e,0.3,2.2,1.1,e,0.3,2.8,0.8,e,0.1,2.6,3000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2021,0-4,0.8,e,0.2,2.1,,S,,,1.2,e,0.2,3.5,2000.0,0.0,5000.0
children,Unmet need for GP due to cost,2021,'5-9,2.3,e,0.7,5.6,2.7,e,0.3,9.7,1.9,e,0.5,4.6,7000.0,1000.0,14000.0
children,Unmet need for GP due to cost,2021,'10-14,0.7,e,0.1,1.9,1.2,e,0.2,3.7,,S,,,2000.0,0.0,5000.0
children,Unmet need for GP due to cost,2022,0-4,1.5,e,0.8,2.7,1.6,e,0.6,3.5,1.4,e,0.4,3.5,5000.0,2000.0,7000.0
children,Unmet need for GP due to cost,2022,'5-9,0.4,e,0.1,1.4,0.7,e,0.1,2.7,,S,,,1000.0,0.0,3000.0
children,Unmet need for GP due to cost,2022,'10-14,1.5,e,0.6,2.9,1.5,e,0.4,3.5,1.4,e,0.3,3.9,5000.0,2000.0,8000.0
children,Unmet need for GP due to cost,2023,0-4,0.9,,0.5,1.5,0.9,e,0.4,1.9,0.9,e,0.4,1.9,3000.0,1000.0,4000.0
children,Unmet need for GP due to cost,2023,'5-9,0.8,e,0.3,1.7,0.8,e,0.3,1.7,0.7,e,0.2,1.9,3000.0,1000.0,4000.0
children,Unmet need for GP due to cost,2023,'10-14,1.7,e,0.7,3.4,1.0,e,0.4,2.0,2.4,e,0.8,5.7,6000.0,2000.0,10000.0
children,Unmet need for GP due to cost,2024,0-4,0.7,e,0.3,1.3,0.5,e,0.1,1.2,0.9,e,0.3,2.2,2000.0,1000.0,3000.0
children,Unmet need for GP due to cost,2024,'5-9,1.2,e,0.4,2.6,0.7,e,0.2,1.7,1.7,e,0.4,4.6,4000.0,1000.0,7000.0
children,Unmet need for GP due to cost,2024,'10-14,2.1,,1.1,3.5,1.9,e,0.8,3.6,2.3,e,0.9,4.9,7000.0,3000.0,11000.0
children,Unmet need for GP due to cost,2011,Māori,7.6,,5.9,9.7,7.7,,5.0,11.3,7.6,,5.5,10.1,18000.0,14000.0,23000.0
children,Unmet need for GP due to cost,2012,Māori,9.3,,7.2,11.6,8.7,,6.1,11.9,9.8,,7.1,13.2,23000.0,18000.0,28000.0
children,Unmet need for GP due to cost,2013,Māori,6.8,,5.4,8.4,7.7,,5.4,10.6,5.8,,4.1,8.0,17000.0,13000.0,20000.0
children,Unmet need for GP due to cost,2014,Māori,8.2,,6.5,10.3,8.7,,6.4,11.4,7.7,,5.5,10.5,20000.0,16000.0,25000.0
children,Unmet need for GP due to cost,2015,Māori,6.4,,4.9,8.2,6.9,,4.8,9.5,5.9,,4.1,8.1,16000.0,12000.0,20000.0
children,Unmet need for GP due to cost,2016,Māori,3.9,,2.6,5.6,3.3,,1.8,5.3,4.6,,2.4,7.7,10000.0,6000.0,13000.0
children,Unmet need for GP due to cost,2017,Māori,3.6,,2.5,4.9,4.4,,2.8,6.4,2.8,,1.6,4.4,9000.0,6000.0,12000.0
children,Unmet need for GP due to cost,2018,Māori,2.7,,1.8,3.9,3.5,,2.0,5.7,1.8,,1.0,3.1,7000.0,4000.0,9000.0
children,Unmet need for GP due to cost,2019,Māori,1.3,e,0.6,2.3,0.9,e,0.2,2.4,1.7,e,0.7,3.4,3000.0,1000.0,5000.0
children,Unmet need for GP due to cost,2020,Māori,1.4,e,0.7,2.5,1.5,e,0.5,3.4,1.3,e,0.4,3.2,4000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2021,Māori,2.0,e,0.8,4.4,2.3,e,0.5,6.2,1.8,e,0.3,5.5,5000.0,1000.0,10000.0
children,Unmet need for GP due to cost,2022,Māori,1.3,e,0.5,3.0,1.5,e,0.3,4.3,1.2,e,0.3,3.3,4000.0,1000.0,7000.0
children,Unmet need for GP due to cost,2023,Māori,1.9,,1.2,2.9,2.2,,1.2,3.6,1.6,e,0.6,3.2,5000.0,3000.0,7000.0
children,Unmet need for GP due to cost,2024,Māori,1.6,,0.9,2.6,0.8,e,0.3,1.7,2.4,e,1.1,4.5,4000.0,2000.0,6000.0
children,Unmet need for GP due to cost,2011,Pacific,6.1,,3.9,9.2,6.3,,3.3,10.6,6.0,,3.5,9.6,9000.0,5000.0,13000.0
children,Unmet need for GP due to cost,2012,Pacific,7.7,,4.8,11.7,5.7,,3.1,9.3,9.7,e,4.4,18.0,9000.0,5000.0,13000.0
children,Unmet need for GP due to cost,2013,Pacific,8.9,,6.0,12.6,7.7,,4.3,12.5,10.3,,6.3,15.6,10000.0,6000.0,14000.0
children,Unmet need for GP due to cost,2014,Pacific,6.9,,4.7,9.6,7.2,,4.1,11.4,6.6,,4.0,10.1,7000.0,5000.0,10000.0
children,Unmet need for GP due to cost,2015,Pacific,7.2,,5.3,9.5,6.9,,4.3,10.3,7.5,,4.6,11.4,9000.0,6000.0,12000.0
children,Unmet need for GP due to cost,2016,Pacific,3.9,,2.2,6.3,3.5,e,1.3,7.7,4.3,e,2.0,8.0,5000.0,3000.0,8000.0
children,Unmet need for GP due to cost,2017,Pacific,3.1,,1.7,5.0,2.8,e,1.3,5.2,3.4,e,1.5,6.4,4000.0,2000.0,6000.0
children,Unmet need for GP due to cost,2018,Pacific,5.4,,3.4,8.1,3.6,e,1.3,7.7,7.4,,4.0,12.2,7000.0,4000.0,10000.0
children,Unmet need for GP due to cost,2019,Pacific,2.2,e,1.0,4.2,1.5,e,0.2,5.0,2.9,e,1.0,6.4,3000.0,1000.0,5000.0
children,Unmet need for GP due to cost,2020,Pacific,1.1,e,0.2,3.3,0.4,e,0.0,1.4,1.7,e,0.2,6.2,1000.0,0.0,3000.0
children,Unmet need for GP due to cost,2021,Pacific,1.6,e,0.3,4.7,,S,,,2.0,e,0.2,7.7,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2022,Pacific,2.4,e,0.8,5.5,2.4,e,0.4,7.4,2.4,e,0.4,7.6,4000.0,0.0,7000.0
children,Unmet need for GP due to cost,2023,Pacific,1.4,e,0.5,3.0,1.5,e,0.3,4.1,1.3,e,0.2,4.1,2000.0,0.0,3000.0
children,Unmet need for GP due to cost,2024,Pacific,3.4,e,1.4,6.6,3.2,e,1.1,7.2,3.5,e,0.8,9.6,4000.0,1000.0,7000.0
children,Unmet need for GP due to cost,2011,Asian,2.4,e,0.7,5.9,,S,,,2.9,e,1.0,6.5,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2012,Asian,5.2,e,2.3,9.7,5.3,e,1.8,11.6,5.0,e,1.7,11.2,5000.0,2000.0,8000.0
children,Unmet need for GP due to cost,2013,Asian,3.4,e,1.7,6.2,3.6,e,1.3,7.8,3.2,e,0.9,8.0,4000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2014,Asian,3.7,,2.1,6.0,3.4,,1.7,5.9,4.2,e,1.6,8.8,5000.0,2000.0,7000.0
children,Unmet need for GP due to cost,2015,Asian,2.7,e,1.3,5.0,1.4,e,0.2,4.9,4.0,e,1.6,8.2,3000.0,1000.0,5000.0
children,Unmet need for GP due to cost,2016,Asian,1.1,e,0.5,2.0,1.0,e,0.3,2.4,1.2,e,0.3,3.0,2000.0,1000.0,3000.0
children,Unmet need for GP due to cost,2017,Asian,2.1,e,1.0,3.9,1.5,e,0.5,3.4,2.8,e,0.9,6.4,3000.0,1000.0,5000.0
children,Unmet need for GP due to cost,2018,Asian,1.3,e,0.4,3.0,0.9,e,0.1,3.5,1.6,e,0.3,4.8,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2019,Asian,2.1,e,0.9,4.0,1.1,e,0.2,3.6,3.1,e,1.2,6.6,4000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2020,Asian,0.2,e,0.0,0.7,0.0,,,,0.4,e,0.0,1.4,0.0,0.0,1000.0
children,Unmet need for GP due to cost,2021,Asian,0.5,e,0.1,1.7,,S,,,0.8,e,0.1,3.5,1000.0,0.0,2000.0
children,Unmet need for GP due to cost,2022,Asian,1.0,e,0.2,2.7,1.5,e,0.2,4.7,,S,,,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2023,Asian,0.4,e,0.1,1.1,0.0,,,,0.9,e,0.2,2.4,1000.0,0.0,2000.0
children,Unmet need for GP due to cost,2024,Asian,1.4,e,0.5,3.1,1.1,e,0.4,2.4,1.7,e,0.4,4.7,3000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2011,European/Other,4.1,,3.1,5.3,4.7,,3.1,6.9,3.4,,2.5,4.6,26000.0,19000.0,33000.0
children,Unmet need for GP due to cost,2012,European/Other,6.0,,4.9,7.4,6.0,,4.6,7.8,6.0,,4.5,7.9,39000.0,31000.0,46000.0
children,Unmet need for GP due to cost,2013,European/Other,4.5,,3.4,5.7,4.4,,3.1,5.9,4.6,,3.0,6.7,29000.0,22000.0,36000.0
children,Unmet need for GP due to cost,2014,European/Other,6.0,,4.5,7.7,5.6,,3.7,8.0,6.4,,4.9,8.2,39000.0,29000.0,49000.0
children,Unmet need for GP due to cost,2015,European/Other,3.9,,3.0,4.9,3.7,,2.4,5.4,4.1,,2.9,5.5,25000.0,19000.0,31000.0
children,Unmet need for GP due to cost,2016,European/Other,3.1,,2.4,4.0,2.6,,1.6,3.9,3.7,,2.5,5.2,20000.0,15000.0,25000.0
children,Unmet need for GP due to cost,2017,European/Other,1.8,,1.3,2.5,2.0,,1.4,3.0,1.6,,0.9,2.6,12000.0,9000.0,16000.0
children,Unmet need for GP due to cost,2018,European/Other,1.3,,0.8,1.9,1.3,,0.7,2.2,1.2,,0.6,2.1,8000.0,5000.0,11000.0
children,Unmet need for GP due to cost,2019,European/Other,1.6,e,0.7,3.0,1.8,e,0.7,3.8,1.4,e,0.5,3.2,11000.0,4000.0,17000.0
children,Unmet need for GP due to cost,2020,European/Other,1.0,,0.5,1.8,1.0,e,0.4,1.9,1.1,e,0.4,2.4,7000.0,3000.0,11000.0
children,Unmet need for GP due to cost,2021,European/Other,1.1,e,0.3,2.7,1.3,e,0.1,4.9,0.9,e,0.2,2.3,7000.0,1000.0,14000.0
children,Unmet need for GP due to cost,2022,European/Other,0.8,e,0.4,1.5,1.0,e,0.4,2.2,0.7,e,0.2,1.6,5000.0,2000.0,8000.0
children,Unmet need for GP due to cost,2023,European/Other,0.9,e,0.4,1.8,0.6,e,0.2,1.2,1.2,e,0.3,3.0,6000.0,2000.0,10000.0
children,Unmet need for GP due to cost,2024,European/Other,1.2,,0.6,2.0,0.6,e,0.2,1.4,1.7,e,0.8,3.4,7000.0,4000.0,11000.0
children,Unmet need for GP due to cost,2011,Quintile 1,3.3,e,1.1,7.5,4.3,e,0.9,12.2,2.2,e,0.7,5.1,5000.0,1000.0,10000.0
children,Unmet need for GP due to cost,2011,Quintile 2,4.6,,2.6,7.5,6.0,e,2.9,10.8,2.9,e,1.1,6.3,8000.0,4000.0,12000.0
children,Unmet need for GP due to cost,2011,Quintile 3,3.1,,1.9,4.7,1.7,e,0.8,3.2,4.5,,2.7,7.2,5000.0,3000.0,8000.0
children,Unmet need for GP due to cost,2011,Quintile 4,5.0,,3.2,7.5,4.6,e,2.1,8.8,5.4,,3.0,8.8,9000.0,6000.0,13000.0
children,Unmet need for GP due to cost,2011,Quintile 5,6.8,,5.1,8.8,7.6,,5.1,11.0,5.9,,3.9,8.5,15000.0,11000.0,19000.0
children,Unmet need for GP due to cost,2012,Quintile 1,4.1,,2.3,6.8,3.2,e,1.3,6.3,5.0,e,2.1,9.7,7000.0,3000.0,11000.0
children,Unmet need for GP due to cost,2012,Quintile 2,3.9,,1.9,6.9,4.3,e,1.7,8.8,3.3,e,1.2,6.9,6000.0,3000.0,10000.0
children,Unmet need for GP due to cost,2012,Quintile 3,7.3,,4.6,10.8,6.7,,3.6,11.2,7.9,,4.3,12.9,12000.0,7000.0,17000.0
children,Unmet need for GP due to cost,2012,Quintile 4,6.2,,4.7,8.1,5.9,,3.8,8.8,6.6,,4.3,9.5,11000.0,8000.0,14000.0
children,Unmet need for GP due to cost,2012,Quintile 5,9.4,,7.3,11.8,8.9,,6.4,11.9,10.0,,7.2,13.3,22000.0,16000.0,27000.0
children,Unmet need for GP due to cost,2013,Quintile 1,3.7,,2.0,6.3,3.3,e,1.4,6.3,4.2,e,1.4,9.6,6000.0,3000.0,10000.0
children,Unmet need for GP due to cost,2013,Quintile 2,4.6,,2.3,8.1,4.9,e,1.6,10.8,4.3,e,1.5,9.5,7000.0,3000.0,11000.0
children,Unmet need for GP due to cost,2013,Quintile 3,4.5,,2.8,6.8,4.6,,2.6,7.6,4.3,e,2.1,7.8,9000.0,5000.0,13000.0
children,Unmet need for GP due to cost,2013,Quintile 4,6.7,,4.7,9.1,7.4,,4.6,11.2,5.8,,3.0,9.9,12000.0,8000.0,15000.0
children,Unmet need for GP due to cost,2013,Quintile 5,6.9,,5.2,8.9,5.5,,3.6,7.9,8.4,,5.9,11.6,14000.0,10000.0,18000.0
children,Unmet need for GP due to cost,2014,Quintile 1,4.7,e,2.2,8.8,3.1,e,0.9,7.7,6.5,e,3.0,12.1,8000.0,3000.0,14000.0
children,Unmet need for GP due to cost,2014,Quintile 2,6.0,,3.7,9.1,5.3,e,2.2,10.5,6.6,,3.5,11.2,11000.0,6000.0,15000.0
children,Unmet need for GP due to cost,2014,Quintile 3,5.6,,3.8,7.9,6.5,,4.0,9.7,4.7,,2.5,7.8,9000.0,6000.0,12000.0
children,Unmet need for GP due to cost,2014,Quintile 4,6.0,,4.5,7.7,6.3,,4.1,9.4,5.6,,3.8,7.9,11000.0,8000.0,14000.0
children,Unmet need for GP due to cost,2014,Quintile 5,8.0,,6.2,10.0,8.3,,5.8,11.4,7.6,,5.3,10.4,17000.0,13000.0,21000.0
children,Unmet need for GP due to cost,2015,Quintile 1,3.7,,2.0,6.3,4.0,e,1.6,8.1,3.4,e,1.3,7.0,7000.0,3000.0,11000.0
children,Unmet need for GP due to cost,2015,Quintile 2,4.1,,2.3,6.9,5.0,e,2.2,9.4,3.2,e,1.4,6.1,7000.0,3000.0,11000.0
children,Unmet need for GP due to cost,2015,Quintile 3,3.5,,2.1,5.3,2.9,e,1.3,5.6,4.1,,2.1,7.0,6000.0,3000.0,8000.0
children,Unmet need for GP due to cost,2015,Quintile 4,4.7,,3.4,6.4,3.5,,1.9,5.9,6.0,,3.7,9.0,8000.0,6000.0,11000.0
children,Unmet need for GP due to cost,2015,Quintile 5,5.8,,4.3,7.7,5.5,,3.7,7.8,6.2,,4.1,8.9,13000.0,9000.0,17000.0
children,Unmet need for GP due to cost,2016,Quintile 1,3.7,,1.9,6.5,4.4,e,1.8,8.9,2.9,e,0.7,7.9,7000.0,3000.0,11000.0
children,Unmet need for GP due to cost,2016,Quintile 2,1.4,e,0.6,2.8,0.2,e,0.0,0.6,2.7,e,1.1,5.6,2000.0,1000.0,4000.0
children,Unmet need for GP due to cost,2016,Quintile 3,2.6,,1.3,4.6,3.3,,1.6,5.8,1.9,e,0.3,5.8,5000.0,2000.0,7000.0
children,Unmet need for GP due to cost,2016,Quintile 4,4.2,,2.6,6.5,4.1,e,1.9,7.6,4.3,,2.2,7.6,7000.0,4000.0,11000.0
children,Unmet need for GP due to cost,2016,Quintile 5,3.0,,1.9,4.5,1.8,,0.9,3.2,4.3,,2.4,7.0,7000.0,4000.0,10000.0
children,Unmet need for GP due to cost,2017,Quintile 1,0.6,e,0.1,1.5,0.9,e,0.1,2.6,,S,,,1000.0,0.0,2000.0
children,Unmet need for GP due to cost,2017,Quintile 2,1.7,e,0.8,3.2,2.5,e,1.0,5.2,0.8,e,0.2,2.0,3000.0,1000.0,5000.0
children,Unmet need for GP due to cost,2017,Quintile 3,2.0,e,0.9,3.9,1.0,e,0.2,3.2,3.1,e,1.0,6.9,4000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2017,Quintile 4,2.1,,1.2,3.4,1.9,e,0.9,3.4,2.2,e,0.9,4.6,4000.0,2000.0,5000.0
children,Unmet need for GP due to cost,2017,Quintile 5,3.5,,2.4,4.8,3.9,,2.7,5.6,2.9,,1.7,4.7,8000.0,5000.0,10000.0
children,Unmet need for GP due to cost,2018,Quintile 1,0.8,e,0.2,2.3,,S,,,1.3,e,0.2,4.5,1000.0,0.0,3000.0
children,Unmet need for GP due to cost,2018,Quintile 2,0.3,e,0.0,1.1,,S,,,0.4,e,0.0,2.1,1000.0,0.0,1000.0
children,Unmet need for GP due to cost,2018,Quintile 3,1.8,e,0.7,3.6,0.9,e,0.1,2.8,2.7,e,0.9,6.1,3000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2018,Quintile 4,3.1,,1.9,4.7,3.8,e,1.9,6.9,2.4,e,1.1,4.5,5000.0,3000.0,8000.0
children,Unmet need for GP due to cost,2018,Quintile 5,3.0,,1.9,4.5,2.5,e,1.1,4.9,3.5,,1.8,6.1,7000.0,4000.0,10000.0
children,Unmet need for GP due to cost,2019,Quintile 1,1.7,e,0.1,6.9,2.2,e,0.2,7.9,,S,,,3000.0,0.0,8000.0
children,Unmet need for GP due to cost,2019,Quintile 2,1.1,e,0.3,2.7,1.2,e,0.1,4.3,1.1,e,0.1,3.6,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2019,Quintile 3,1.0,e,0.3,2.5,,S,,,1.6,e,0.4,4.4,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2019,Quintile 4,1.4,e,0.3,4.1,2.6,e,0.5,7.6,0.0,,,,3000.0,0.0,6000.0
children,Unmet need for GP due to cost,2019,Quintile 5,3.1,,1.7,5.0,2.3,e,0.7,5.8,3.7,e,1.7,7.0,7000.0,3000.0,10000.0
children,Unmet need for GP due to cost,2020,Quintile 1,1.0,e,0.2,3.0,0.6,e,0.1,2.4,1.3,e,0.1,5.2,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2020,Quintile 2,0.5,e,0.0,2.4,1.0,e,0.0,4.9,0.0,,,,1000.0,0.0,2000.0
children,Unmet need for GP due to cost,2020,Quintile 3,0.9,e,0.1,3.0,0.3,e,0.0,1.3,1.7,e,0.2,5.5,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2020,Quintile 4,0.4,e,0.1,1.2,0.7,e,0.1,2.3,0.0,,,,1000.0,0.0,1000.0
children,Unmet need for GP due to cost,2020,Quintile 5,1.5,,0.8,2.7,1.2,e,0.4,2.7,1.9,e,0.6,4.2,3000.0,2000.0,5000.0
children,Unmet need for GP due to cost,2021,Quintile 1,0.7,e,0.0,3.2,,S,,,,S,,,1000.0,0.0,4000.0
children,Unmet need for GP due to cost,2021,Quintile 2,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0
children,Unmet need for GP due to cost,2021,Quintile 3,2.2,e,0.2,8.4,,S,,,1.4,e,0.2,4.5,4000.0,0.0,10000.0
children,Unmet need for GP due to cost,2021,Quintile 4,0.9,e,0.1,2.9,1.1,e,0.1,4.8,,S,,,1000.0,0.0,3000.0
children,Unmet need for GP due to cost,2021,Quintile 5,2.2,e,0.6,5.3,1.9,e,0.4,5.5,2.5,e,0.3,8.5,5000.0,0.0,10000.0
children,Unmet need for GP due to cost,2022,Quintile 1,0.1,e,0.0,0.5,0.0,,,,0.3,e,0.0,1.0,0.0,0.0,1000.0
children,Unmet need for GP due to cost,2022,Quintile 2,,S,,,,S,,,0.0,,,,,,
children,Unmet need for GP due to cost,2022,Quintile 3,1.0,e,0.3,2.7,0.6,e,0.1,2.3,1.5,e,0.2,5.5,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2022,Quintile 4,1.7,e,0.6,3.7,1.9,e,0.4,5.5,1.5,e,0.3,4.3,3000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2022,Quintile 5,2.3,e,1.0,4.4,3.2,e,1.2,7.0,1.4,e,0.3,4.3,5000.0,2000.0,8000.0
children,Unmet need for GP due to cost,2023,Quintile 1,1.0,e,0.1,3.7,0.7,e,0.1,2.7,,S,,,2000.0,0.0,5000.0
children,Unmet need for GP due to cost,2023,Quintile 2,0.5,e,0.1,1.3,,S,,,0.6,e,0.1,1.9,1000.0,0.0,2000.0
children,Unmet need for GP due to cost,2023,Quintile 3,1.7,,0.9,3.0,1.4,e,0.4,3.3,2.1,e,0.9,4.3,3000.0,1000.0,4000.0
children,Unmet need for GP due to cost,2023,Quintile 4,0.9,e,0.3,2.0,0.9,e,0.2,2.2,1.0,e,0.1,3.2,2000.0,0.0,3000.0
children,Unmet need for GP due to cost,2023,Quintile 5,1.5,,0.9,2.5,1.2,,0.6,2.1,1.8,e,0.8,3.7,4000.0,2000.0,5000.0
children,Unmet need for GP due to cost,2024,Quintile 1,0.9,e,0.2,2.7,1.1,e,0.1,4.5,,S,,,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2024,Quintile 2,1.1,e,0.3,2.6,0.6,e,0.1,1.8,1.5,e,0.2,5.0,2000.0,0.0,4000.0
children,Unmet need for GP due to cost,2024,Quintile 3,2.0,e,0.7,4.4,,S,,,3.9,e,1.2,9.1,3000.0,0.0,6000.0
children,Unmet need for GP due to cost,2024,Quintile 4,1.5,e,0.7,2.8,1.2,e,0.5,2.4,2.0,e,0.7,4.4,3000.0,1000.0,5000.0
children,Unmet need for GP due to cost,2024,Quintile 5,1.4,e,0.5,3.1,1.9,e,0.7,4.0,0.9,e,0.2,2.5,3000.0,1000.0,6000.0
children,Unmet need for GP due to cost,2011,Northern | Te Tai Tokerau,3.9,,2.7,5.6,4.8,,2.9,7.3,2.9,e,1.4,5.3,14000.0,9000.0,19000.0
children,Unmet need for GP due to cost,2011,Midland | Te Manawa Taki,4.3,,2.8,6.2,4.0,,2.0,7.0,4.6,,2.5,7.6,9000.0,5000.0,12000.0
children,Unmet need for GP due to cost,2011,Central | Te Ikaroa,7.3,,5.3,9.9,6.8,,3.9,11.0,7.8,,5.5,10.6,12000.0,8000.0,17000.0
children,Unmet need for GP due to cost,2011,South Island | Te Waipounamu,4.1,e,1.9,7.7,4.8,e,1.5,11.4,3.4,e,1.4,6.9,8000.0,3000.0,13000.0
children,Unmet need for GP due to cost,2012,Northern | Te Tai Tokerau,5.3,,4.0,7.0,4.8,,3.1,7.2,5.8,,3.7,8.8,18000.0,12000.0,23000.0
children,Unmet need for GP due to cost,2012,Midland | Te Manawa Taki,4.3,,2.9,6.0,3.4,,2.0,5.4,5.2,,3.3,7.7,9000.0,5000.0,12000.0
children,Unmet need for GP due to cost,2012,Central | Te Ikaroa,11.5,,8.5,15.0,10.8,,7.1,15.7,12.1,,8.5,16.6,21000.0,14000.0,27000.0
children,Unmet need for GP due to cost,2012,South Island | Te Waipounamu,5.8,,3.8,8.4,6.0,,3.4,9.7,5.6,,3.0,9.3,11000.0,7000.0,16000.0
children,Unmet need for GP due to cost,2013,Northern | Te Tai Tokerau,4.1,,2.8,5.8,4.0,,2.5,6.1,4.3,,2.6,6.6,14000.0,9000.0,19000.0
children,Unmet need for GP due to cost,2013,Midland | Te Manawa Taki,5.0,,3.1,7.5,5.1,,2.6,8.8,4.8,e,2.0,9.5,10000.0,5000.0,15000.0
children,Unmet need for GP due to cost,2013,Central | Te Ikaroa,6.9,,4.8,9.4,7.3,,4.4,11.3,6.5,,4.1,9.7,15000.0,10000.0,20000.0
children,Unmet need for GP due to cost,2013,South Island | Te Waipounamu,6.0,,3.9,8.7,5.0,,3.0,7.7,6.9,e,3.4,12.4,10000.0,6000.0,14000.0
children,Unmet need for GP due to cost,2014,Northern | Te Tai Tokerau,5.2,,3.8,7.0,5.5,,3.3,8.4,4.9,,3.1,7.3,18000.0,12000.0,24000.0
children,Unmet need for GP due to cost,2014,Midland | Te Manawa Taki,6.4,,3.1,11.3,7.2,e,3.1,13.9,5.5,,2.9,9.4,13000.0,5000.0,20000.0
children,Unmet need for GP due to cost,2014,Central | Te Ikaroa,7.6,,5.8,9.9,6.3,,4.0,9.4,9.2,,6.1,13.3,13000.0,9000.0,17000.0
children,Unmet need for GP due to cost,2014,South Island | Te Waipounamu,6.2,,4.3,8.7,5.4,,3.0,8.8,7.1,,4.4,10.7,13000.0,8000.0,17000.0
children,Unmet need for GP due to cost,2015,Northern | Te Tai Tokerau,3.9,,2.8,5.3,3.5,,2.0,5.8,4.3,,2.9,6.3,13000.0,9000.0,17000.0
children,Unmet need for GP due to cost,2015,Midland | Te Manawa Taki,3.8,,2.5,5.5,3.6,,1.9,6.1,4.0,,2.3,6.3,8000.0,5000.0,11000.0
children,Unmet need for GP due to cost,2015,Central | Te Ikaroa,6.7,,4.7,9.2,6.6,,4.1,10.0,6.8,,4.3,10.1,12000.0,8000.0,16000.0
children,Unmet need for GP due to cost,2015,South Island | Te Waipounamu,4.1,,2.5,6.2,4.1,e,1.7,8.1,4.1,e,1.9,7.4,8000.0,5000.0,12000.0
children,Unmet need for GP due to cost,2016,Northern | Te Tai Tokerau,3.2,,2.1,4.6,2.9,,1.5,5.1,3.5,,1.9,5.9,11000.0,7000.0,16000.0
children,Unmet need for GP due to cost,2016,Midland | Te Manawa Taki,2.2,,1.3,3.6,2.7,e,1.2,5.1,1.8,e,0.7,3.8,4000.0,2000.0,6000.0
children,Unmet need for GP due to cost,2016,Central | Te Ikaroa,2.6,,1.5,4.1,1.9,e,0.7,4.0,3.3,e,1.5,6.0,5000.0,2000.0,7000.0
children,Unmet need for GP due to cost,2016,South Island | Te Waipounamu,3.7,,2.3,5.6,3.1,e,1.4,5.8,4.4,,2.3,7.5,7000.0,4000.0,11000.0
children,Unmet need for GP due to cost,2017,Northern | Te Tai Tokerau,2.9,,1.9,4.2,3.0,,1.8,4.6,2.8,e,1.4,5.0,10000.0,6000.0,14000.0
children,Unmet need for GP due to cost,2017,Midland | Te Manawa Taki,1.4,,0.8,2.3,1.4,e,0.7,2.5,1.5,e,0.5,3.3,3000.0,2000.0,5000.0
children,Unmet need for GP due to cost,2017,Central | Te Ikaroa,2.4,,1.3,3.9,2.5,e,1.1,4.6,2.3,e,1.0,4.4,4000.0,2000.0,6000.0
children,Unmet need for GP due to cost,2017,South Island | Te Waipounamu,1.0,e,0.4,2.0,1.2,e,0.5,2.5,0.7,e,0.2,1.8,2000.0,1000.0,4000.0
children,Unmet need for GP due to cost,2018,Northern | Te Tai Tokerau,2.4,,1.5,3.6,1.6,e,0.7,3.2,3.3,,1.9,5.3,9000.0,5000.0,13000.0
children,Unmet need for GP due to cost,2018,Midland | Te Manawa Taki,1.8,,0.9,3.3,2.0,e,0.7,4.3,1.7,e,0.6,3.8,4000.0,2000.0,6000.0
children,Unmet need for GP due to cost,2018,Central | Te Ikaroa,1.8,,0.9,3.2,1.6,e,0.5,3.5,2.1,e,0.7,4.6,3000.0,1000.0,5000.0
