indicator_id,indicator_name,indicator_short_name,theme,barrier_type,population,group,year,percent_value,trend_flag_for_publishing,percent_raw
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,45-54,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,55-64,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,65-74,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,75+,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Māori,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Pacific,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Asian,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total European/Other,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Northern,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Midland,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Central,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total South Island,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Māori men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Māori women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Pacific men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Pacific women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Asian men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Asian women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,European/Other men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,European/Other women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Northern men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Midland men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Central men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,South Island men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Northern women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Midland women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Central women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,South Island women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Non-disabled,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Disabled,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Non-disabled men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Disabled men,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Non-disabled women,2018,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Disabled women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,15-24,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,25-34,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,35-44,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,45-54,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,55-64,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,65-74,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,75+,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Māori,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Pacific,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Asian,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total European/Other,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Northern,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Midland,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Central,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total South Island,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Māori men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Māori women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Pacific men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Pacific women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Asian men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Asian women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,European/Other men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,European/Other women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Northern men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Midland men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Central men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,South Island men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Northern women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Midland women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Central women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,South Island women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Non-disabled,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Disabled,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Non-disabled men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Disabled men,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Non-disabled women,2018,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Disabled women,2018,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total,2018,2.8,,2.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Men,2018,1.7,,1.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Women,2018,3.9,,3.9 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,15-24,2018,4.1,,4.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,25-34,2018,2.7,,2.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,35-44,2018,2.7,,2.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,45-54,2018,2.5,,2.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,55-64,2018,3.0,,3.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,65-74,2018,1.7,,1.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,75+,2018,2.4,,2.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Māori,2018,7.0,,7.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Pacific,2018,7.3,,7.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Asian,2018,1.9,,1.9 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total European/Other,2018,2.1,,2.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Northern,2018,3.2,,3.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Midland,2018,2.8,,2.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Central,2018,2.9,,2.9 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total South Island,2018,2.2,,2.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Māori men,2018,3.8,,3.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Māori women,2018,10.1,,10.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Pacific men,2018,5.1,,5.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Pacific women,2018,9.1,,9.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Asian men,2018,0.3,e,0.3 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Asian women,2018,3.6,,3.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,European/Other men,2018,1.3,,1.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,European/Other women,2018,2.8,,2.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Northern men,2018,1.7,,1.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Midland men,2018,2.0,,2.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Central men,2018,1.7,,1.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,South Island men,2018,1.3,,1.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Northern women,2018,4.6,,4.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Midland women,2018,3.6,,3.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Central women,2018,4.2,,4.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,South Island women,2018,3.1,,3.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Non-disabled,2018,2.1,,2.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Disabled,2018,10.7,,10.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Non-disabled men,2018,1.2,,1.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Disabled men,2018,8.5,,8.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Non-disabled women,2018,3.1,,3.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Disabled women,2018,12.2,,12.2 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total,2019,1.7,,1.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Boys,2019,1.8,e,1.8 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Girls,2019,1.6,e,1.6 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,0-4,2019,1.2,e,1.2 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,'5-9,2019,1.8,e,1.8 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,'10-14,2019,2.2,e,2.2 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Māori,2019,1.3,e,1.3 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Pacific,2019,2.2,e,2.2 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Asian,2019,2.1,e,2.1 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total European/Other,2019,1.6,e,1.6 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Northern,2019,1.4,,1.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Midland,2019,0.9,e,0.9 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Central,2019,1.0,e,1.0 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total South Island,2019,3.8,e,3.8 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Māori boys,2019,0.9,e,0.9 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Māori girls,2019,1.7,e,1.7 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Pacific boys,2019,1.5,e,1.5 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Pacific girls,2019,2.9,e,2.9 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Asian boys,2019,1.1,e,1.1 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Asian girls,2019,3.1,e,3.1 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,European/Other boys,2019,1.8,e,1.8 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,European/Other girls,2019,1.4,e,1.4 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Northern boys,2019,1.4,e,1.4 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Midland boys,2019,0.7,e,0.7 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Central boys,2019,0.6,e,0.6 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,South Island boys,2019,4.7,e,4.7 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Northern girls,2019,1.4,e,1.4 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Midland girls,2019,1.2,e,1.2 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Central girls,2019,1.4,e,1.4 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,South Island girls,2019,2.8,e,2.8 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Non-disabled,2019,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Disabled,2019,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Non-disabled boys,2019,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Disabled boys,2019,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Non-disabled girls,2019,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Disabled girls,2019,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total,2019,1.9,,1.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Boys,2019,1.5,,1.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Girls,2019,2.4,,2.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,0-4,2019,1.5,e,1.5 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,'5-9,2019,1.4,,1.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,'10-14,2019,2.8,,2.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Māori,2019,3.5,,3.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Pacific,2019,4.7,e,4.7 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Asian,2019,1.6,e,1.6 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total European/Other,2019,1.2,,1.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Northern,2019,3.1,,3.1 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Midland,2019,1.5,e,1.5 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Central,2019,1.8,,1.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total South Island,2019,0.5,e,0.5 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Māori boys,2019,2.7,,2.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Māori girls,2019,4.3,e,4.3 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Pacific boys,2019,4.7,e,4.7 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Pacific girls,2019,4.6,e,4.6 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Asian boys,2019,0.5,e,0.5 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Asian girls,2019,2.6,e,2.6 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,European/Other boys,2019,0.9,e,0.9 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,European/Other girls,2019,1.5,e,1.5 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Northern boys,2019,2.1,e,2.1 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Midland boys,2019,1.4,e,1.4 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Central boys,2019,1.3,e,1.3 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,South Island boys,2019,0.7,e,0.7 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Northern girls,2019,4.3,e,4.3 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Midland girls,2019,1.5,e,1.5 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Central girls,2019,2.3,e,2.3 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,South Island girls,2019,,S,S
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Non-disabled,2019,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Disabled,2019,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Non-disabled boys,2019,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Disabled boys,2019,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Non-disabled girls,2019,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Disabled girls,2019,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total,2019,2.5,,2.5 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Boys,2019,2.6,,2.6 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Girls,2019,2.3,,2.3 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'1-4,2019,1.0,e,1.0 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'5-9,2019,2.2,,2.2 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'10-14,2019,3.8,,3.8 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Māori,2019,2.4,,2.4 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Pacific,2019,1.9,e,1.9 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Asian,2019,2.0,e,2.0 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total European/Other,2019,2.6,,2.6 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Northern,2019,3.5,,3.5 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Midland,2019,1.2,e,1.2 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Central,2019,3.5,,3.5 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total South Island,2019,1.2,e,1.2 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Māori boys,2019,2.2,e,2.2 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Māori girls,2019,2.5,e,2.5 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Pacific boys,2019,1.9,e,1.9 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Pacific girls,2019,1.9,e,1.9 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Asian boys,2019,2.4,e,2.4 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Asian girls,2019,1.6,e,1.6 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,European/Other boys,2019,2.9,,2.9 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,European/Other girls,2019,2.4,e,2.4 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Northern boys,2019,3.2,e,3.2 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Midland boys,2019,1.2,e,1.2 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Central boys,2019,4.1,,4.1 
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,South Island boys,2019,1.8,e,1.8 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Northern girls,2019,3.7,e,3.7 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Midland girls,2019,1.2,e,1.2 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Central girls,2019,2.8,e,2.8 e
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,South Island girls,2019,,S,S
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Non-disabled,2019,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Disabled,2019,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Non-disabled boys,2019,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Disabled boys,2019,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Non-disabled girls,2019,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Disabled girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,0-4,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,'5-9,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,'10-14,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Māori,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Pacific,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Asian,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total European/Other,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Northern,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Midland,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Central,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total South Island,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Māori boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Māori girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Pacific boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Pacific girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Asian boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Asian girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,European/Other boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,European/Other girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Northern boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Midland boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Central boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,South Island boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Northern girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Midland girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Central girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,South Island girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Non-disabled,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Disabled,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Non-disabled boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Disabled boys,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Non-disabled girls,2019,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Disabled girls,2019,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total,2019,1.6,,1.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Boys,2019,2.0,,2.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Girls,2019,1.2,,1.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,0-4,2019,2.2,,2.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,'5-9,2019,1.2,e,1.2 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,'10-14,2019,1.5,e,1.5 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Māori,2019,3.0,,3.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Pacific,2019,5.8,,5.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Asian,2019,0.6,e,0.6 e
